id,name,price_nzd,room_type,accommodates,minimum_nights,review_scores_rating,number_of_reviews,last_review,region_parent_name,latitude,longitude,host_name,formatted_price
l11909616,Rental unit in Opononi · ★4.73 · 1 bedroom · 2 beds · 1 private bath,100.0,Private room,3,1,4.73,505,2023-08-25,Far North District,-35.51398,173.38955,Richard,$100.00
l44538694,Farm stay in Miranda · ★4.93 · 3 bedrooms · 1 bed · 1 bath,190.0,Entire home/apt,7,1,4.93,61,2023-04-15,Hauraki District,-37.17297,175.28864,Judi,$190.00
l695685053729167791,Bungalow in Martinborough · 2 bedrooms · 2 beds · 1 bath,314.0,Entire home/apt,4,2,5.0,2,2023-01-28,South Wairarapa District,-41.2234,175.44969,Bachcare,$314.00
l931591167956934516,Home in Minden · ★New · 4 bedrooms · 5 beds · 1.5 baths,700.0,Entire home/apt,10,5,,0,,Western Bay of Plenty District,-37.70032610501523,176.0405600636345,Paul,$700.00
l669685796106302232,Home in Wānaka · ★4.69 · 5 bedrooms · 6 beds · 3 baths,846.0,Entire home/apt,10,1,4.69,16,2023-08-21,Queenstown-Lakes District,-44.6820031,169.15780159999997,Justine,$846.00
l47705689,Hotel in Katikati · ★5.0 · 2 bedrooms · 3 beds · 1 private bath,270.0,Private room,5,1,5.0,4,2022-05-29,Western Bay of Plenty District,-37.55721,175.91707,Erin,$270.00
l775665954568030098,Home in Whangaparāoa · 3 bedrooms · 3 beds · 1 bath,250.0,Entire home/apt,5,1,5.0,1,2023-05-07,Auckland,-36.6451,174.73815,Sasha,$250.00
l50118792,Cottage in Kinloch · ★4.86 · 3 bedrooms · 3 beds · 1.5 baths,400.0,Entire home/apt,6,2,4.86,22,2023-08-12,Taupo District,-38.66293,175.9188,Carmen,$400.00
l36576886,Home in Hanmer Springs · ★4.74 · 3 bedrooms · 6 beds · 1 bath,206.0,Entire home/apt,8,2,4.74,58,2023-08-12,Hurunui District,-42.51502,172.83307,Pauline,$206.00
l31540227,Home in Haumoana · ★4.90 · 3 bedrooms · 3 beds · 1.5 baths,400.0,Entire home/apt,5,2,4.9,91,2023-08-05,Hastings District,-39.64216,176.9416,Rebecca,$400.00
l719830413519809409,Home in Red Beach · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,450.0,Entire home/apt,7,4,5.0,6,2023-07-03,Auckland,-36.60176,174.68673,Petronella,$450.00
l38702350,Villa in Queenstown · ★5.0 · 5 bedrooms · 6 beds · 2.5 baths,1613.0,Entire home/apt,10,3,5.0,26,2023-08-20,Queenstown-Lakes District,-45.02426,168.68958999999995,Bridget,"$1,613.00"
l31990975,Home in Kaikoura · ★4.55 · 2 bedrooms · 2 beds · 2 baths,181.0,Entire home/apt,4,2,4.55,47,2023-07-10,Kaikoura District,-42.41678,173.70586,Kaikoura Holiday Homes,$181.00
l883078974919276291,Home in Papamoa · 3 bedrooms · 3 beds · 2 baths,350.0,Entire home/apt,6,1,,0,,Tauranga City,-37.730367,176.34423600000005,Sarah,$350.00
l38732716,Rental unit in Russell · ★5.0 · 4 bedrooms · 6 beds · 2 baths,365.0,Entire home/apt,8,2,5.0,38,2023-07-31,Far North District,-35.26339,174.12694,Olivia,$365.00
l855900680665906267,Home in Silverdale · ★4.86 · 1 bedroom · 1 bed · 1 private bath,96.0,Private room,2,1,4.86,21,2023-08-14,Auckland,-36.61130317301244,174.67160591694946,Jolene,$96.00
l576891065989785719,Rental unit in Auckland · ★4.60 · 1 bedroom · 1 bed · 1 bath,195.0,Entire home/apt,2,1,4.6,45,2023-08-28,Auckland,-36.84413,174.76419,Stefan,$195.00
l740080457921639925,Home in Dunedin · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,450.0,Entire home/apt,4,3,5.0,6,2023-08-06,Dunedin City,-45.91577,170.47943999999995,Christy,$450.00
l5905042,Home in Blenheim · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,350.0,Entire home/apt,5,2,4.96,27,2023-02-05,Marlborough District,-41.53334,173.91109,Rose,$350.00
l47405853,Hut in National Park · ★4.43 · 1 bedroom · 2 beds · 1 shared bath,65.0,Private room,3,2,4.43,14,2023-01-15,Ruapehu District,-39.16449,175.48308,Miki,$65.00
l13363295,Home in Oamaru · ★4.65 · 1 bedroom · 2 beds · 2 shared baths,120.0,Private room,2,1,4.65,17,2023-04-08,Waitaki District,-45.10396,170.96733999999995,Agra,$120.00
l49452902,Home in Christchurch · ★4.76 · 3 bedrooms · 3 beds · 1.5 baths,240.0,Entire home/apt,6,2,4.76,17,2023-04-30,Christchurch City,-43.45956,172.58825,Leanne,$240.00
l39820544,Guest suite in Whanganui · ★4.90 · 1 bedroom · 2 beds · 1 bath,130.0,Entire home/apt,2,1,4.9,99,2023-08-05,Whanganui District,-39.92647,175.04761000000005,Vicky,$130.00
l869825936832818493,Home in Greytown · ★5.0 · 3 bedrooms · 3 beds · 2 baths,550.0,Entire home/apt,6,2,5.0,3,2023-07-29,South Wairarapa District,-41.08240170000001,175.4537585,Kate,$550.00
l937737502740904874,Home in Picton · ★New · 3 bedrooms · 4 beds · 1 bath,307.0,Entire home/apt,6,2,,0,,Marlborough District,-41.29254007210151,174.0096490220329,Bachcare,$307.00
l39263124,Home in Wanaka · ★5.0 · 4 bedrooms · 5 beds · 3 baths,600.0,Entire home/apt,8,7,5.0,13,2023-08-03,Queenstown-Lakes District,-44.67658,169.1576,Emily,$600.00
l46297846,Home in Wanaka · 3 bedrooms · 3 beds · 2 baths,300.0,Entire home/apt,4,3,5.0,1,2021-01-02,Queenstown-Lakes District,-44.67764,169.16352,Frances,$300.00
l32473976,Home in Auckland · 1 bedroom · 1 bed · 1 shared bath,100.0,Private room,2,1,,0,,Auckland,-36.89324000000001,174.65241,Ceci,$100.00
l832660621033019861,Rental unit in Wellington · 2 bedrooms · 3 beds · 2 baths,380.0,Entire home/apt,4,2,5.0,1,2023-06-05,Wellington City,-41.29504,174.7788,Jason,$380.00
l53110848,Guesthouse in Blenheim · ★4.88 · 1 bedroom · 1 bed · 1 bath,110.0,Entire home/apt,2,2,4.88,40,2023-04-09,Marlborough District,-41.50036,173.9463,Chris And Lois,$110.00
l45885455,Guesthouse in Hope · ★4.85 · 2 bedrooms · 2 beds · 1 bath,207.0,Entire home/apt,4,1,4.85,33,2023-09-01,Tasman District,-41.35452,173.15232,Annitta,$207.00
l32970487,Home in Thames · ★4.92 · 1 bedroom · 1 bed · 1 private bath,80.0,Private room,2,2,4.92,72,2023-06-30,Thames-Coromandel District,-37.12902,175.54013999999995,Mal,$80.00
l37187104,Cottage in Blenheim · ★4.99 · 2 bedrooms · 2 beds · 1 bath,239.0,Entire home/apt,4,2,4.99,150,2023-08-16,Marlborough District,-41.52306,173.93118,Lisa & Andrew,$239.00
l692864690971301097,Home in Twizel · ★4.94 · 3 bedrooms · 3 beds · 1 bath,153.0,Entire home/apt,8,2,4.94,17,2023-08-11,Mackenzie District,-44.25989000000001,170.093,Amy,$153.00
l30940411,Home in Paihia · ★4.76 · 4 bedrooms · 5 beds · 2 baths,410.0,Entire home/apt,8,2,4.76,30,2023-07-08,Far North District,-35.28335999999999,174.09378,Bachcare,$410.00
l37944392,Boutique hotel in Taupo · 1 bedroom · 2 beds · 1 bath,199.0,Hotel room,4,1,4.0,2,2022-12-23,Taupo District,-38.69072,176.07871,Barrington Motel,$199.00
l32476153,Rental unit in Queenstown · ★4.90 · 3 bedrooms · 4 beds · 2 baths,575.0,Entire home/apt,6,3,4.9,130,2023-08-12,Queenstown-Lakes District,-45.03061,168.66609,Paula,$575.00
l8487492,Rental unit in Auckland · ★4.95 · 2 bedrooms · 2 beds · 1 bath,1500.0,Entire home/apt,4,2,4.95,206,2022-01-06,Auckland,-36.85232,174.51758999999996,David & Trudy,"$1,500.00"
l24026180,Guest suite in Christchurch · ★4.88 · 1 bedroom · 3 beds · 1 bath,96.0,Entire home/apt,3,2,4.88,82,2023-08-19,Christchurch City,-43.50683,172.56675,Joanne,$96.00
l43178606,Serviced apartment in Christchurch · ★4.88 · 3 bedrooms · 4 beds · 1 bath,367.0,Entire home/apt,5,1,4.88,26,2023-04-15,Christchurch City,-43.51946,172.63947,Emma & Fidel,$367.00
l840877043982766374,Cabin in Gore · ★4.0 · 1 bedroom · 1 bed · 1 bath,80.0,Private room,2,1,4.0,5,2023-06-22,Gore District,-46.10866,168.93598,Nicholas,$80.00
l53960129,Guesthouse in Ōwhango · ★4.76 · 1 bedroom · 3 beds · 1 bath,130.0,Entire home/apt,5,1,4.76,25,2023-08-25,Ruapehu District,-38.99942,175.38034,Margaret,$130.00
l675793920136415498,Condo in Auckland · ★5.0 · 1 bedroom · 1 bed · 1 bath,240.0,Entire home/apt,2,5,5.0,10,2023-08-14,Auckland,-36.84849000000001,174.74073,Kirsten,$240.00
l755459178365505373,Home in Tauranga · 3 bedrooms · 6 beds · 2 baths,450.0,Entire home/apt,8,6,,0,,Tauranga City,-37.69553,176.2737,Sophie,$450.00
l915487383389644970,Home in Wānaka · ★5.0 · 1 bedroom · 1 bed · 1 bath,108.0,Private room,2,1,5.0,4,2023-09-02,Queenstown-Lakes District,-44.67925,169.13718,Alastair,$108.00
l40626128,Guest suite in Rotorua · ★4.96 · 1 bedroom · 1 bed · 1 bath,180.0,Entire home/apt,2,2,4.96,47,2023-08-27,Rotorua District,-38.11613,176.30674,Amy,$180.00
l51204650,Guest suite in Auckland · ★4.88 · 1 bedroom · 1 bed · 1 bath,112.0,Entire home/apt,2,1,4.88,66,2023-08-24,Auckland,-36.76499176025391,174.76429748535156,Team EJ,$112.00
l33409937,Home in Pirongia · ★5.0 · 4 bedrooms · 6 beds · 2 baths,900.0,Entire home/apt,8,2,5.0,9,2023-04-09,Waipa District,-37.99669,175.16519,Angela,$900.00
l53846667,Guesthouse in Auckland · ★New · 1 bedroom · 1 bed · 1 bath,139.0,Entire home/apt,2,1,5.0,1,2023-09-02,Auckland,-36.8959,174.84335,Katherine And Husband Ian,$139.00
l11225171,Guesthouse in Arthurs Point · ★4.92 · 1 bedroom · 1 bed · 1 bath,160.0,Entire home/apt,2,3,4.92,97,2022-11-23,Queenstown-Lakes District,-44.98735,168.67535,Tracey,$160.00
l25377505,Rental unit in Nelson · ★4.19 · 2 bedrooms · 6 beds · 1.5 baths,90.0,Entire home/apt,6,1,4.19,193,2022-02-25,Nelson City,-41.27531,173.28138,Dave,$90.00
l13436324,Home in Tuateawa · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,292.0,Entire home/apt,7,2,5.0,25,2023-09-03,Thames-Coromandel District,-36.63174,175.57558999999995,Coromandel Accommodation,$292.00
l53067566,Home in Ohakune · ★5.0 · 10 bedrooms · 14 beds · 6 baths,1479.0,Entire home/apt,16,2,5.0,6,2023-08-27,Ruapehu District,-39.40654,175.41647,Paul,"$1,479.00"
l28892492,Guest suite in Christchurch · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,110.0,Private room,2,2,5.0,9,2023-02-24,Christchurch City,-43.5063,172.61416,Gaye,$110.00
l31419188,Guesthouse in Wanganui · ★4.90 · 2 bedrooms · 3 beds · 1 bath,139.0,Entire home/apt,4,1,4.9,185,2023-08-22,Whanganui District,-39.89752,175.08012,Graeme & Revessa,$139.00
l32294803,Home in Porirua · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,45.0,Private room,3,1,4.9,20,2020-03-14,Porirua City,-41.07233,174.85601,Justin,$45.00
l803304110801509699,Home in Dairy Flat · 4 bedrooms · 4 beds · 3 baths,2980.0,Entire home/apt,8,3,,0,,Auckland,-36.67206,174.66867,Thomas,"$2,980.00"
l594225832960995325,Home in Taupō · 3 bedrooms · 7 beds · 3 baths,284.0,Entire home/apt,8,2,,0,,Taupo District,-38.70091,176.03237,Bachcare,$284.00
l800883640435675940,Home in Taupō · ★4.76 · 4 bedrooms · 12 beds · 2 baths,502.0,Entire home/apt,16,1,4.76,21,2023-08-06,Taupo District,-38.717466609460566,176.08405685581974,Simon,$502.00
l39157912,Home in Bay of Plenty · ★4.85 · 1 bedroom · 1 bed · 1 private bath,119.0,Private room,2,1,4.85,98,2023-05-27,Tauranga City,-37.64454,176.18722,Ronnie,$119.00
l766160484731392026,Home in Gisborne · ★4.93 · 4 bedrooms · 5 beds · 1 bath,250.0,Entire home/apt,8,3,4.93,15,2023-08-24,Gisborne District,-38.67969,178.05587,Gwen,$250.00
l53513829,Home in Wanaka · ★4.96 · Studio · 4 beds · 2 baths,633.0,Entire home/apt,6,2,4.96,24,2023-07-02,Queenstown-Lakes District,-44.6831,169.13422,Te Wanaka Lodge,$633.00
l16150287,Rental unit in Tauranga · ★5.0 · 3 bedrooms · 3 beds · 2 baths,550.0,Entire home/apt,4,4,5.0,11,2020-01-01,Tauranga City,-37.63602,176.18825,Kim,$550.00
l17386004,Place to stay in Athol · ★4.85 · 1 bedroom · 4 beds · 1 bath,105.0,Private room,4,1,4.85,41,2023-04-09,Southland District,-45.51574,168.58251,Beks,$105.00
l17606208,Guesthouse in New Plymouth · ★4.77 · 2 bedrooms · 2 beds · 1 bath,140.0,Entire home/apt,4,1,4.77,174,2023-07-11,New Plymouth District,-39.06463,174.03546,Maree,$140.00
l22673677,Townhouse in Auckland · ★4.98 · 1 bedroom · 1 bed · 1 private bath,115.0,Private room,2,2,4.98,176,2023-08-26,Auckland,-36.84443,174.73972,Vic,$115.00
l29763491,Chalet in Okere Falls · ★4.97 · 3 bedrooms · 6 beds · 2.5 baths,590.0,Entire home/apt,8,2,4.97,29,2023-06-04,Rotorua District,-38.0246,176.37192,Matthew,$590.00
l20777408,Home in Papamoa · ★4.89 · 2 bedrooms · 4 beds · 1 bath,253.0,Entire home/apt,4,1,4.89,228,2023-08-31,Tauranga City,-37.69426,176.27841,Rochelle,$253.00
l969282712719950134,Home in Te Miro · ★New · 3 bedrooms · 3 beds · 1 bath,213.0,Entire home/apt,5,1,,0,,Waipa District,-37.84057593050049,175.513495857248,Hayley,$213.00
l40512246,Farm stay in Kaiwera · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,105.0,Private room,2,1,5.0,5,2020-02-29,Gore District,-46.18784,169.0739,Andrew,$105.00
l766571916215797869,Home in Waiheke Island · ★4.73 · 3 bedrooms · 4 beds · 1 bath,333.0,Entire home/apt,6,2,4.73,30,2023-08-23,Auckland,-36.78511,175.01837,Coast And Country,$333.00
l740243619957183061,Townhouse in Christchurch · ★5.0 · 1 bedroom · 1 bed · 1 bath,198.0,Entire home/apt,2,3,5.0,25,2023-08-28,Christchurch City,-43.5386381,172.6214788,Kim,$198.00
l45954386,Home in Queensberry · ★4.96 · 3 bedrooms · 3 beds · 1.5 baths,300.0,Entire home/apt,6,3,4.96,50,2023-08-28,Central Otago District,-44.81572,169.32412,Alex,$300.00
l52340679,Chalet in Coronet Peak · 1 bedroom · 1 bed · 2 shared baths,30.0,Shared room,1,1,,0,,Queenstown-Lakes District,-44.94953,168.70477,Shania,$30.00
l771342168053709668,Home in Ashburton · 1 bedroom · 1 bed · 1.5 shared baths,70.0,Private room,2,3,5.0,1,2023-06-17,Ashburton District,-43.90462,171.75491,Maria,$70.00
l43613605,Guest suite in Cambridge · ★4.75 · 2 bedrooms · 2 beds · 1 bath,195.0,Entire home/apt,4,2,4.75,28,2023-07-01,Waipa District,-37.925842,175.493149,Bridget,$195.00
l870032929852759588,Home in Auckland · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,70.0,Private room,2,1,5.0,10,2023-09-02,Auckland,-37.02462,174.91692,Emma,$70.00
l32820318,Holiday park in Coromandel · ★4.64 · 2 bedrooms · 4 beds · 1 bath,298.0,Entire home/apt,6,1,4.64,14,2023-01-26,Thames-Coromandel District,-36.73543,175.48256,Aaron,$298.00
l681902321530199941,Guesthouse in Havelock North · 1 bedroom · 1 bed · 1 bath,246.0,Entire home/apt,2,1,4.5,2,2023-02-12,Hastings District,-39.67323,176.8606,Isobel,$246.00
l781559621128189227,Rental unit in Auckland · ★4.90 · 1 bedroom · 1 bed · 1 bath,124.0,Entire home/apt,2,2,4.9,10,2023-08-07,Auckland,-36.8533786,174.7603211,Newstar,$124.00
l7789596,Villa in Auckland · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,79.0,Private room,2,1,4.89,402,2023-08-27,Auckland,-36.89173,174.77424,Rosie,$79.00
l54215671,Serviced apartment in Otago · ★5.0 · 1 bedroom · 1 bed · 1 bath,325.0,Entire home/apt,2,2,5.0,8,2023-08-22,Queenstown-Lakes District,-44.69657,169.1374,Carol,$325.00
l566835734383588513,Home in Taupō · ★4.88 · 3 bedrooms · 4 beds · 2 baths,211.0,Entire home/apt,6,2,4.88,94,2023-08-30,Taupo District,-38.68825,176.07743,Kelsey,$211.00
l21636469,Guest suite in Blenheim · ★4.91 · 1 bedroom · 1 bed · 1 bath,95.0,Entire home/apt,2,1,4.91,276,2023-07-05,Marlborough District,-41.49876,173.9453,David,$95.00
l15776133,Home in Tutukaka · ★New · 5 bedrooms · 5 beds · 2.5 baths,900.0,Entire home/apt,6,7,,0,,Whangarei District,-35.621801508470725,174.53178648695592,Karin,$900.00
l16785043,Home in Christchurch · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,32.0,Private room,2,2,5.0,7,2019-01-18,Christchurch City,-43.54577000000001,172.74573,Laurinda-Lee,$32.00
l40230448,Tent in Lake Hāwea · ★4.67 · 1 bedroom · 2 beds · 1.5 baths,99.0,Private room,4,1,4.67,6,2023-03-02,Queenstown-Lakes District,-44.60504180135107,169.2450251043665,The Camp,$99.00
l958800787115973157,Home in Whitianga · ★New · 3 bedrooms · 4 beds · 1 bath,304.0,Entire home/apt,6,2,,0,,Thames-Coromandel District,-36.828452673859466,175.7037922347952,Bachcare,$304.00
l756581759387542681,Guesthouse in Rotoorangi · ★4.90 · 1 bedroom · 1 bed · 1 bath,100.0,Entire home/apt,2,1,4.9,21,2023-07-15,Waipa District,-37.97935,175.46031000000005,Harland,$100.00
l709768871180031802,Home in Snells Beach · ★4.83 · 3 bedrooms · 3 beds · 2 baths,295.0,Entire home/apt,6,4,4.83,6,2023-03-18,Auckland,-36.41109,174.72055,James,$295.00
l53647584,Home in Gisborne · ★4.50 · 3 bedrooms · 3 beds · 1 bath,246.0,Entire home/apt,6,1,4.5,18,2023-08-12,Gisborne District,-38.66649,178.03315,AnG-Emma-Nicola,$246.00
l962480434946927598,Guesthouse in Rotorua · ★New · 1 bedroom · 1 bed · 1 bath,120.0,Entire home/apt,2,1,5.0,2,2023-09-02,Rotorua District,-38.151618210039686,176.2490966710641,Andrea,$120.00
l30509028,Rental unit in Rotorua · ★4.44 · 1 bedroom · 1 bed · 1 bath,132.0,Private room,2,1,4.44,9,2023-06-23,Rotorua District,-38.14396,176.25132,Richard,$132.00
l32637113,Guest suite in Arrowtown · ★4.97 · 1 bedroom · 1 bed · 1 bath,120.0,Entire home/apt,2,1,4.97,172,2023-08-27,Queenstown-Lakes District,-44.950950622558594,168.8451385498047,Jo & Grant,$120.00
l831560089456545061,Rental unit in Christchurch · ★4.64 · 2 bedrooms · 2 beds · 1 bath,129.0,Entire home/apt,4,1,4.64,14,2023-08-10,Christchurch City,-43.543,172.61512,Punyadeep,$129.00
l858362621235702925,Home in Kaiteriteri · 2 bedrooms · 3 beds · 1 bath,121.0,Entire home/apt,4,1,4.0,1,2023-04-13,Tasman District,-41.0378,173.00848,Michelle,$121.00
l21475630,Cabin in Coromandel Forest Park · ★4.57 · 3 bedrooms · 10 beds · 1 bath,84.0,Entire home/apt,10,2,4.57,23,2023-01-12,Thames-Coromandel District,-37.12388,175.62708,Wendy,$84.00
l22836373,Townhouse in Dunedin · ★4.31 · 1 bedroom · 4 beds · 3 shared baths,81.0,Private room,4,1,4.31,144,2023-08-06,Dunedin City,-45.8793,170.49759,Andy,$81.00
l33792160,Townhouse in Auckland · ★4.70 · 4 bedrooms · 5 beds · 2.5 baths,277.0,Entire home/apt,8,2,4.7,47,2023-08-07,Auckland,-36.90658,174.79471,Winnie,$277.00
l770699872440897157,Condo in Auckland · ★5.0 · 2 bedrooms · 2 beds · 1 bath,167.0,Entire home/apt,3,2,5.0,14,2023-08-06,Auckland,-36.88339000000001,174.8169,Anne,$167.00
l900347605277765205,Home in Christchurch · ★4.78 · 2 bedrooms · 3 beds · 2 baths,150.0,Entire home/apt,5,1,4.78,9,2023-08-20,Christchurch City,-43.5232434,172.6420544,Carebnb,$150.00
l14793078,Guesthouse in Waiwera · ★4.91 · 1 bedroom · 2 beds · 1 bath,175.0,Entire home/apt,3,1,4.91,303,2023-08-19,Auckland,-36.56214,174.70668,Linda,$175.00
l48643683,Home in Blenheim · ★4.77 · 3 bedrooms · 4 beds · 1 bath,290.0,Entire home/apt,7,2,4.77,44,2023-07-06,Marlborough District,-41.51577,173.93187,Sarah,$290.00
l26424000,Guesthouse in Wellington · ★4.82 · Studio · 1 bed · 1 bath,98.0,Entire home/apt,2,3,4.82,109,2023-07-31,Wellington City,-41.28931,174.80209,Noeline,$98.00
l738723503630296571,Home in Whakataki · ★5.0 · 3 bedrooms · 9 beds · 1 bath,180.0,Entire home/apt,9,2,5.0,5,2023-08-15,Masterton District,-40.86952,176.22663,Talesha,$180.00
l19613023,Cabin in Arthurs Point · ★4.99 · 2 bedrooms · 3 beds · 1 bath,300.0,Entire home/apt,4,3,4.99,82,2023-08-29,Queenstown-Lakes District,-44.98003,168.67934,Angie And Gareth,$300.00
l53261781,Guest suite in Whangamatā · ★4.83 · 2 bedrooms · 4 beds · 1 bath,220.0,Entire home/apt,4,2,4.83,12,2023-03-24,Thames-Coromandel District,-37.19666,175.86766,Cj,$220.00
l34093131,Tiny home in Wellington · ★4.79 · 1 bedroom · 1 bed · 1 bath,85.0,Entire home/apt,2,2,4.79,180,2023-08-08,Wellington City,-41.3246,174.78662,Alan,$85.00
l45094316,Guest suite in Hastings · ★4.78 · 1 bedroom · 2 beds · 1 bath,120.0,Entire home/apt,3,3,4.78,40,2023-07-05,Hastings District,-39.61072,176.95065,Joy,$120.00
l567458636745522391,Home in Jacks Point · ★5.0 · 4 bedrooms · 5 beds · 2 baths,684.0,Entire home/apt,7,7,5.0,7,2023-03-23,Queenstown-Lakes District,-45.07847,168.74686,Katrina,$684.00
l21142244,Bed and breakfast in Ohakune · 2 bedrooms · 2 beds · 1 private bath,270.0,Hotel room,3,2,,0,,Ruapehu District,-39.41277,175.36162,Daniel,$270.00
l48351767,Rental unit in Tauranga · ★4.51 · 1 bedroom · 3 beds · 1.5 shared baths,66.0,Private room,3,1,4.51,115,2023-08-29,Tauranga City,-37.68949,176.16381,George,$66.00
l14806189,Guesthouse in Havelock North · ★4.78 · 1 bedroom · 1 bed · 1 bath,80.0,Entire home/apt,4,1,4.78,513,2023-09-01,Hastings District,-39.66562,176.89158,Mark-And,$80.00
l920385933154870003,Home in Papamoa · 1 bedroom · 1 bed · Half-bath,71.0,Private room,1,1,,0,,Western Bay of Plenty District,-37.73396812936674,176.31131252436265,Vimal,$71.00
l800210143735117213,Home in Rotorua · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,69.0,Private room,2,1,4.61,18,2023-07-15,Rotorua District,-38.13986,176.29028,Jane,$69.00
l689440548985660290,Home in Queenstown · ★5.0 · 4 bedrooms · 5 beds · 3.5 baths,1200.0,Entire home/apt,10,5,5.0,5,2023-01-04,Queenstown-Lakes District,-45.01949000000001,168.70872,Michelle,"$1,200.00"
l47455408,Home in Mount Maunganui · ★5.0 · 3 bedrooms · 5 beds · 2 baths,750.0,Entire home/apt,8,3,5.0,5,2023-01-02,Tauranga City,-37.64619906735052,176.19096994235943,Ben,$750.00
l38758154,Home in Lake Tekapo · ★4.95 · 2 bedrooms · 2 beds · 2 baths,559.0,Entire home/apt,4,2,4.95,58,2023-08-14,Mackenzie District,-44.00657,170.4698,Lake Tekapo Holiday Homes,$559.00
l892137379902514880,Home in Raglan · 1 bedroom · 1 bed · 1 bath,199.0,Entire home/apt,2,2,,0,,Waikato District,-37.83201,174.82187,Richard,$199.00
l51030515,Rental unit in Auckland · ★4.90 · 2 bedrooms · 2 beds · 1 bath,350.0,Entire home/apt,4,4,4.9,48,2023-08-31,Auckland,-36.84129,174.76498999999995,Aaron,$350.00
l599987949892481510,Rental unit in Queenstown · ★4.91 · 2 bedrooms · 2 beds · 1 bath,244.0,Entire home/apt,4,3,4.91,67,2023-08-30,Queenstown-Lakes District,-44.99072,168.67278000000005,Tim,$244.00
l17101050,Rental unit in Lyttelton · ★4.99 · 2 bedrooms · 4 beds · 1 bath,254.0,Entire home/apt,6,2,4.99,98,2023-09-02,Christchurch City,-43.60284,172.72009,Robin,$254.00
l53082030,Condo in Mount Maunganui · ★4.60 · 3 bedrooms · 2 baths,280.0,Entire home/apt,6,2,4.6,10,2022-10-23,Tauranga City,-37.67275,176.23311,Sheila,$280.00
l865515591197893761,Bed and breakfast in Pirongia · 2 bedrooms · 3 beds · 1 private bath,130.0,Private room,5,1,5.0,1,2023-06-17,Waipa District,-37.98885679999999,175.2080024,Heather,$130.00
l17284714,Cabin in Ahipara · ★4.55 · Studio · 4 beds · 1 bath,45.0,Entire home/apt,5,2,4.55,33,2021-04-04,Far North District,-35.17788,173.13242,Hugh,$45.00
l603861054339610010,Home in Waihi · ★5.0 · 4 bedrooms · 6 beds · 2 baths,383.0,Entire home/apt,8,2,5.0,8,2023-07-07,Hauraki District,-37.38241,175.91695,Penny,$383.00
l29708415,Home in Waikuku Beach · ★4.94 · 4 bedrooms · 6 beds · 2 baths,206.0,Entire home/apt,8,2,4.94,118,2023-07-08,Waimakariri District,-43.2845,172.71775,Nicola,$206.00
l50960233,Home in Punakaiki · ★4.90 · 3 bedrooms · 5 beds · 1 bath,280.0,Entire home/apt,6,4,4.9,10,2023-04-19,Grey District,-42.12336,171.33097,Dave,$280.00
l40161804,Condo in Auckland · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,65.0,Private room,1,1,5.0,13,2023-08-28,Auckland,-36.86044,174.78354,Rose,$65.00
l39951270,Chalet in Onemana · ★4.88 · 2 bedrooms · 4 beds · 1 bath,165.0,Entire home/apt,4,2,4.88,66,2023-05-26,Thames-Coromandel District,-37.15467,175.87798999999995,Ange,$165.00
l44508053,Guesthouse in Picton · ★5.0 · 1 bedroom · 2 beds · 1 bath,300.0,Entire home/apt,2,2,5.0,34,2023-07-15,Marlborough District,-41.30002,174.00508,Rhonda,$300.00
l655136807077116184,Bed and breakfast in Te Anau · ★5.0 · 1 bedroom · 1 bed · 1 private bath,200.0,Private room,2,1,5.0,4,2023-05-17,Southland District,-45.446782524554,167.71467033773658,Jan,$200.00
l632820399606807171,Home in One Tree Point · ★4.96 · 4 bedrooms · 5 beds · 1 bath,350.0,Entire home/apt,8,2,4.96,27,2023-08-23,Whangarei District,-35.826797,174.46011399999998,Jessica,$350.00
l17576914,Villa in Whangapoua · ★4.87 · 7 bedrooms · 10 beds · 5.5 baths,1807.0,Entire home/apt,16,2,4.87,38,2023-01-29,Thames-Coromandel District,-36.71908,175.6059,Lyn,"$1,807.00"
l31057491,Rental unit in Auckland · ★3.96 · 3 bedrooms · 4 beds · 2 baths,155.0,Entire home/apt,6,1,3.96,99,2021-12-30,Auckland,-36.85657,174.76523,Aung,$155.00
l31763601,Bed and breakfast in Nelson · 2 bedrooms · 2 beds · 1 private bath,250.0,Private room,3,1,4.0,1,2019-12-29,Nelson City,-41.277584,173.293182,Ann And Nick,$250.00
l882717328437633735,Guesthouse in Methven · ★New · 1 bedroom · 1 bed · 1 bath,189.0,Entire home/apt,2,2,5.0,2,2023-08-27,Ashburton District,-43.6284400610929,171.64173890527408,Joanne,$189.00
