id,name,price_nzd,room_type,accommodates,minimum_nights,review_scores_rating,number_of_reviews,last_review,region_parent_name,latitude,longitude,host_name,formatted_price
l35651762,Loft in Arrowtown · ★4.97 · 1 bedroom · 1 bed · 1 private bath,140.0,Private room,2,2,4.97,62,2023-08-20,Queenstown-Lakes District,-44.94017,168.82304,Malcolm & Caroline,$140.00
l29743168,Guest suite in Taupo · ★4.75 · 1 bedroom · 1 bed · 1 private bath,74.0,Private room,2,1,4.75,373,2023-08-30,Taupo District,-38.69672,176.09607,Cindy,$74.00
l45082116,Guesthouse in Palmerston North · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,111.0,Entire home/apt,2,1,4.97,78,2023-09-02,Palmerston North City,-40.31132,175.72232,Carrie,$111.00
l658841534404003712,Bungalow in Te Rerenga · 1 bedroom · 1 bed · 1 bath,322.0,Entire home/apt,4,3,,0,,Thames-Coromandel District,-36.74413,175.59998000000004,Bachcare,$322.00
l47745425,Home in Queenstown · ★4.84 · 1 bedroom · 1 bed · 1 private bath,177.0,Private room,2,1,4.84,129,2023-08-18,Queenstown-Lakes District,-45.01744,168.70818,Kathy,$177.00
l675617686202852861,Rental unit in Wellington · ★4.17 · 1 bedroom · 1 bed · 1 shared bath,112.0,Private room,2,1,4.17,18,2023-05-23,Wellington City,-41.29227,174.77651,Huup,$112.00
l764024743594317385,Home in Tauranga · ★4.67 · 3 bedrooms · 3 beds · 1.5 baths,271.0,Entire home/apt,5,2,4.67,6,2023-01-29,Tauranga City,-37.72569,176.2015,Lucy,$271.00
l52251879,Home in Fox Glacier · ★4.92 · 6 bedrooms · 7 beds · 6 baths,310.0,Entire home/apt,12,1,4.92,50,2023-08-02,Westland District,-43.46266,170.00471000000005,Debbie And Andrew,$310.00
l41159418,Home in Whangamata · 3 bedrooms · 4 beds · 2 baths,188.0,Entire home/apt,6,2,4.0,1,2022-04-24,Thames-Coromandel District,-37.22436,175.8749,Bachcare,$188.00
l13450008,Guest suite in Wanaka · ★4.98 · Studio · 2 beds · 1 bath,130.0,Entire home/apt,3,3,4.98,300,2023-08-15,Queenstown-Lakes District,-44.6981,169.1338,Angela,$130.00
l46379996,Home in Abel Tasman National Park · ★5.0 · 3 bedrooms · 4 beds · 2 baths,500.0,Entire home/apt,6,3,5.0,12,2023-03-25,Tasman District,-40.86131,173.02655,Elva And Geoff,$500.00
l913460327333784925,Home in Arrowtown · ★5.0 · 2 bedrooms · 3 beds · 2 baths,360.0,Entire home/apt,4,2,5.0,3,2023-08-25,Queenstown-Lakes District,-44.94783,168.83598,Sarah,$360.00
l9173370,Rental unit in Whitianga · ★4.80 · 2 bedrooms · 3 beds · 1 bath,196.0,Entire home/apt,4,2,4.8,222,2023-08-05,Thames-Coromandel District,-36.80352,175.70627,Anna,$196.00
l29928507,Rental unit in Whitianga · ★4.94 · 1 bedroom · 1 bed · 1 bath,270.0,Entire home/apt,2,2,4.94,16,2022-12-24,Thames-Coromandel District,-36.83693,175.70436,Shirley,$270.00
l42053556,Home in Auckland · 1 bedroom · 1 bed · 1.5 shared baths,75.0,Private room,2,1,,0,,Auckland,-36.88158,174.74383,Amit,$75.00
l796027504895416989,Guesthouse in Mount Maunganui · ★5.0 · 2 bedrooms · 3 beds · 1 bath,180.0,Entire home/apt,4,1,5.0,3,2023-02-25,Tauranga City,-37.66942,176.22478999999996,Johanna,$180.00
l769036275985873707,Villa in Hastings · ★5.0 · 3 bedrooms · 3 beds · 1 bath,350.0,Entire home/apt,6,1,5.0,23,2023-09-02,Hastings District,-39.63708,176.84136,Mark,$350.00
l800230145047447573,Rental unit in Wellington · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,500.0,Entire home/apt,4,30,5.0,9,2023-08-10,Wellington City,-41.28112,174.78158,Judith,$500.00
l32317820,Guest suite in New Plymouth · ★4.92 · 1 bedroom · 1 bed · 1 bath,140.0,Entire home/apt,4,1,4.92,76,2023-05-06,New Plymouth District,-39.04702,174.10356000000004,Sharon,$140.00
l14670458,Cottage in Anatori · ★4.84 · 2 bedrooms · 3 beds · 1 bath,225.0,Entire home/apt,4,2,4.84,20,2023-02-19,Tasman District,-40.60054,172.52508999999995,Monika,$225.00
l809749978058026942,Home in Auckland · ★4.89 · 2 bedrooms · 2 beds · 1 bath,241.0,Entire home/apt,4,2,4.89,18,2023-07-31,Auckland,-36.79785,174.783,Greg,$241.00
l50034591,Home in Auckland · ★4.90 · 3 bedrooms · 1 bath,139.0,Entire home/apt,4,5,4.9,10,2023-08-17,Auckland,-36.79551,174.68681999999995,Tracy,$139.00
l624262128874108402,Guesthouse in Auckland · ★4.96 · 1 bedroom · 1 bed · 1 bath,170.0,Entire home/apt,2,2,4.96,28,2023-07-29,Auckland,-36.94798,174.66534,Freya,$170.00
l951032635280888959,Guesthouse in New Plymouth · ★New · 2 bedrooms · 1 bed · 2 baths,130.0,Entire home/apt,2,1,,0,,New Plymouth District,-39.0196094,174.1535094,Rod,$130.00
l25631276,Guest suite in Napier · ★4.85 · 1 bedroom · 1 bed · 1 private bath,107.0,Private room,2,1,4.85,472,2023-07-16,Napier City,-39.43119,176.87415,Peter,$107.00
l47016659,Home in Wellington · 2 bedrooms · 2 beds · 1 bath,100.0,Entire home/apt,4,4,,0,,Wellington City,-41.29406,174.75739,Filipe,$100.00
l14849047,Home in Upper Hutt · ★4.95 · 1 bedroom · 2 beds · 1 private bath,60.0,Private room,2,1,4.95,91,2023-08-27,Upper Hutt City,-41.14537,175.02544,Zavinee,$60.00
l885206717263887235,Guesthouse in Tauranga · ★New · 1 bedroom · 1 bed · 1 bath,153.0,Entire home/apt,2,2,5.0,1,2023-09-03,Tauranga City,-37.69015715295581,176.16191271720143,Claire,$153.00
l823531006976060931,Home in Leslie Hills · 3 bedrooms · 3 beds · 1 bath,750.0,Entire home/apt,4,2,,0,,Hurunui District,-42.61956663445237,172.7623725209528,Brett,$750.00
l866972883310592243,Rental unit in Dunedin · ★5.0 · 1 bedroom · 1 bed · 1 bath,90.0,Entire home/apt,2,2,5.0,11,2023-08-30,Dunedin City,-45.856063954066045,170.52697252482176,Rebecca,$90.00
l888668328600557809,Home in Whangaparāoa · ★5.0 · 3 bedrooms · 5 beds · 2 baths,450.0,Entire home/apt,9,3,5.0,3,2023-07-28,Auckland,-36.62996,174.75311000000005,Ryan,$450.00
l587159358282635702,Home in Mangōnui · ★4.90 · 3 bedrooms · 4 beds · 2 baths,200.0,Entire home/apt,7,2,4.9,21,2023-08-19,Far North District,-34.98884,173.53448,Bach Man,$200.00
l40410681,Guesthouse in Rotorua · ★4.74 · 1 bedroom · 1 bed · 1 bath,90.0,Entire home/apt,2,2,4.74,78,2023-07-29,Rotorua District,-38.09641,176.2251,Liz,$90.00
l808026431198111812,Home in Christchurch · ★4.89 · 2 bedrooms · 2 beds · 2 baths,150.0,Entire home/apt,4,1,4.89,28,2023-08-26,Christchurch City,-43.5372287,172.64105569999995,Carebnb,$150.00
l35550345,Home in Paraparaumu · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,90.0,Private room,2,1,4.94,17,2021-11-20,Kapiti Coast District,-40.89524,174.98136,Paula,$90.00
l922667911930864549,Home in Papamoa · ★New · 3 bedrooms · 3 beds · 2 baths,829.0,Entire home/apt,5,2,5.0,1,2023-07-14,Tauranga City,-37.680986577104576,176.25089366700988,Grant,$829.00
l886568515568958448,Tiny home in Ohinewai · ★5.0 · 2 bedrooms · 2 beds · 1 bath,175.0,Entire home/apt,4,1,5.0,10,2023-08-19,Waikato District,-37.5078408,175.1650903,Emily,$175.00
l21379138,Home in Featherston · ★4.59 · 2 bedrooms · 1 bed · 2.5 shared baths,70.0,Private room,2,1,4.59,49,2023-08-07,South Wairarapa District,-41.10404000000001,175.33621000000005,Maureen,$70.00
l10638370,Rental unit in Cambridge · ★4.25 · 1 bedroom · 1 bed · 1 shared bath,156.0,Private room,2,1,4.25,4,2023-03-30,Waipa District,-37.89329,175.49046,Dandi,$156.00
l52227617,Villa in Sutton · ★4.67 · 7 bedrooms · 19 beds · 3 baths,150.0,Entire home/apt,16,2,4.67,3,2023-01-28,Dunedin City,-45.56337,170.12076000000005,Lou,$150.00
l554053817301043540,Guest suite in Raglan · ★4.83 · 2 bedrooms · 2 beds · 1 bath,186.0,Entire home/apt,4,1,4.83,66,2023-07-29,Waikato District,-37.79757,174.88192,Kiri,$186.00
l732684571129994001,Home in Hahei · ★4.67 · 3 bedrooms · 6 beds · 2 baths,438.0,Entire home/apt,8,1,4.67,9,2023-04-10,Thames-Coromandel District,-36.83651,175.80073000000004,Tina,$438.00
l816792465617825150,Home in Queenstown · ★4.82 · 2 bedrooms · 2 beds · 2.5 baths,404.0,Entire home/apt,4,3,4.82,17,2023-07-24,Queenstown-Lakes District,-45.038215320253066,168.63714170517568,Leonie And Steph,$404.00
l904830915210211758,Home in Napier · 1 bedroom · 1 bed · Shared half-bath,57.0,Private room,2,2,5.0,2,2023-08-27,Napier City,-39.51953,176.85497,Adrianne,$57.00
l898285735442147967,Home in Wānaka · 4 bedrooms · 5 beds · 2 baths,473.0,Entire home/apt,8,2,4.5,2,2023-07-15,Queenstown-Lakes District,-44.6736448,169.12862019999997,Aspiring,$473.00
l630116166803009072,Townhouse in Auckland · ★4.94 · 2 bedrooms · 5 beds · 1 bath,170.0,Entire home/apt,6,20,4.94,33,2023-06-08,Auckland,-36.85511,174.71971000000005,Tanya,$170.00
l658813103252046380,Bungalow in Cooks Beach · 2 bedrooms · 2 beds · 2 baths,244.0,Entire home/apt,6,2,2.0,1,2022-12-28,Thames-Coromandel District,-36.83376,175.73256,Bachcare,$244.00
l5280173,Home in Rawhiti · ★4.98 · 3 bedrooms · 3 beds · 2.5 baths,283.0,Entire home/apt,8,1,4.98,197,2023-08-26,Far North District,-35.28258,174.29213,Bill And Annette,$283.00
l750145681572643118,Rental unit in Queenstown · ★4.69 · 2 bedrooms · 3 beds · 1 bath,284.0,Entire home/apt,4,2,4.69,39,2023-08-24,Queenstown-Lakes District,-45.03174,168.66339,Ray,$284.00
l13940770,Home in New Plymouth · ★4.96 · 3 bedrooms · 4 beds · 2 baths,420.0,Entire home/apt,7,2,4.96,94,2023-07-11,New Plymouth District,-39.07223,174.07385,Glenda,$420.00
l860324272269765906,Home in Auckland · ★4.62 · 3 bedrooms · 3 beds · 1 bath,101.0,Entire home/apt,6,2,4.62,13,2023-08-18,Auckland,-36.8396743,174.6153166,Graham,$101.00
l909062743996367009,Rental unit in Auckland · ★5.0 · 2 bedrooms · 2 beds · 1 bath,181.0,Entire home/apt,4,1,5.0,4,2023-08-23,Auckland,-36.8566879,174.7826504,Tatiana,$181.00
l10368630,Home in Auckland · ★4.94 · 1 bedroom · 1 bed · 2 shared baths,80.0,Private room,2,1,4.94,251,2023-08-23,Auckland,-36.87875,174.73561,Barry And Ruth,$80.00
l26694344,Townhouse in Auckland · ★4.81 · 2 bedrooms · 2 beds · 1.5 baths,135.0,Private room,4,2,4.81,48,2023-03-07,Auckland,-36.87598,174.72211,Gary,$135.00
l39704101,Bed and breakfast in Greenpoint · ★4.75 · 1 bedroom · 1 bed · 1 bath,140.0,Private room,2,2,4.75,4,2023-03-02,Invercargill City,-46.57696,168.29681000000005,Gail,$140.00
l31047079,Home in Waihi Beach · ★5.0 · 3 bedrooms · 4 beds · 2 baths,900.0,Entire home/apt,6,5,5.0,7,2020-10-03,Western Bay of Plenty District,-37.4215,175.9515,Nicole,$900.00
l48045321,Home in Papamoa · ★4.99 · 4 bedrooms · 8 beds · 3 baths,370.0,Entire home/apt,8,2,4.99,69,2023-08-13,Tauranga City,-37.71975,176.35343999999995,Amy,$370.00
l961225108220115993,Home in Auckland · ★New · 4 bedrooms · 4 beds · 3 baths,550.0,Entire home/apt,6,7,,0,,Auckland,-36.827703895974686,174.8114028134227,Devonport,$550.00
l5513403,Rental unit in Taupo · ★4.95 · 2 bedrooms · 2 beds · 1 bath,295.0,Entire home/apt,4,2,4.95,91,2023-04-10,Taupo District,-38.70924,176.02625,Marki And Chris,$295.00
l24412128,Rental unit in Te Kowhai · ★4.83 · 1 bedroom · 1 bed · 1 bath,115.0,Entire home/apt,2,1,4.83,117,2023-07-15,Waikato District,-37.72046,175.13498,Lizzie And Freddie,$115.00
l840112443062432492,Home in Lake Hayes · 3 bedrooms · 3 beds · 3.5 baths,1950.0,Entire home/apt,6,5,,0,,Queenstown-Lakes District,-44.99199,168.80833,Lyndal,"$1,950.00"
l746638553412132549,Home in Wainui · 4 bedrooms · 2.5 baths,400.0,Entire home/apt,8,1,4.0,1,2023-04-08,Whakatane District,-38.0399717,177.093262,Rebecca,$400.00
l35912432,Home in Te Arai · ★5.0 · 2 bedrooms · 2 beds · 1 bath,345.0,Entire home/apt,4,2,5.0,14,2023-08-26,Auckland,-36.17493,174.62247,Janet,$345.00
l814758802025178997,Rental unit in Kaiteriteri · Studio · 1 bed · 1 bath,138.0,Entire home/apt,2,1,5.0,1,2023-06-17,Tasman District,-41.0425,173.01613,Nicki,$138.00
l11444329,Home in Rangiora · ★4.91 · 3 bedrooms · 4 beds · 2.5 baths,163.0,Entire home/apt,6,2,4.91,199,2023-05-01,Waimakariri District,-43.29324,172.58677,Maree,$163.00
l17852829,Home in Waiheke Island · ★4.77 · 2 bedrooms · 2 beds · 1 bath,236.0,Entire home/apt,4,2,4.77,135,2023-08-20,Auckland,-36.82251,175.0675,Coast And Country,$236.00
l736617151344675498,Home in Auckland · ★4.83 · 3 bedrooms · 4 beds · 2.5 baths,440.0,Entire home/apt,6,1,4.83,40,2023-08-25,Auckland,-36.84838060000001,174.82912280000005,Stella,$440.00
l769647914850402352,Home in Mangawhai · ★5.0 · 3 bedrooms · 6 beds · 1 bath,200.0,Entire home/apt,6,2,5.0,8,2023-07-15,Kaipara District,-36.10778827173424,174.58374315344238,Julia,$200.00
l46455833,Guest suite in Tamaterau · ★New · 1 bedroom · 3 beds · 1 bath,96.0,Entire home/apt,3,1,,0,,Whangarei District,-35.78842,174.42883,Janice,$96.00
l800992543459855011,Condo in Wellington · ★4.85 · 1 bedroom · 1 bed · 1 bath,152.0,Entire home/apt,2,1,4.85,40,2023-09-02,Wellington City,-41.3199841,174.77513190000005,Craigy,$152.00
l937388599930158868,Rental unit in Auckland · ★New · 1 bedroom · 1 bed · 1 bath,135.0,Entire home/apt,2,14,,0,,Auckland,-36.85393390945119,174.77781157408666,Lum,$135.00
l36811613,Cottage in Takamatua · ★4.82 · 3 bedrooms · 5 beds · 1 bath,315.0,Entire home/apt,7,2,4.82,33,2023-06-04,Christchurch City,-43.79316,172.96854,Simone,$315.00
l584204435191983767,Home in Wanaka · 3 bedrooms · 2 beds · 1 bath,366.0,Entire home/apt,5,3,5.0,2,2023-01-05,Queenstown-Lakes District,-44.67495,169.16176000000004,Anna,$366.00
l693014522432635550,Bed and breakfast in Palmerston North · ★4.26 · 2 bedrooms · 1 bed · 1 shared bath,165.0,Private room,1,1,4.26,19,2023-06-04,Palmerston North City,-40.36021,175.6242,Ying,$165.00
l46992798,Home in Wellington · 5 bedrooms · 1 bath,150.0,Entire home/apt,8,10,,0,,Wellington City,-41.30566,174.7995,Bo,$150.00
l53799125,Guesthouse in Mount Pisa · ★4.90 · 1 bedroom · 2 beds · 1 bath,220.0,Entire home/apt,2,1,4.9,129,2023-08-27,Central Otago District,-44.94704,169.26878,Stephen And Sandy,$220.00
l948209190835203314,Home in Raglan · ★New · 1 bedroom · 1 bed · 1 shared bath,70.0,Private room,2,2,,0,,Waikato District,-37.814241035374025,174.90489204895988,Dave,$70.00
l30277113,Bed and breakfast in Whanganui · ★4.67 · 8 bedrooms · 11 beds · 3 baths,825.0,Private room,16,1,4.67,12,2023-05-14,Whanganui District,-39.9246,175.05187,Alice & Calvyn,$825.00
l36672756,Home in Ohakune · ★4.80 · 4 bedrooms · 6 beds · 2 baths,346.0,Entire home/apt,8,1,4.8,83,2023-08-27,Ruapehu District,-39.40634,175.41173,Frankie,$346.00
l53084920,Villa in Christchurch · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,45.0,Private room,1,3,4.86,7,2023-06-23,Christchurch City,-43.54127,172.66308999999995,Nick,$45.00
l30348488,Home in Rotorua · ★4.91 · 3 bedrooms · 5 beds · 1.5 baths,327.0,Entire home/apt,8,1,4.91,132,2023-08-18,Rotorua District,-38.14838,176.29029,Portia,$327.00
l657329945562831801,Home in Kaiteriteri · 7 bedrooms · 10 beds · 8 baths,1725.0,Entire home/apt,16,2,,0,,Tasman District,-41.02591,173.00701999999995,Franziska,"$1,725.00"
l34785253,Farm stay in Okato · ★4.93 · 2 bedrooms · 2 beds · 1 bath,110.0,Entire home/apt,4,2,4.93,127,2023-07-13,New Plymouth District,-39.19096,173.86977,Nicci,$110.00
l757303377727834547,Bed and breakfast in Wellington · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,94.0,Private room,1,1,5.0,17,2023-06-17,Wellington City,-41.29933,174.79369,Julia,$94.00
l53710790,Villa in Mangawhai · 4 bedrooms · 5 beds · 3.5 baths,900.0,Entire home/apt,7,2,5.0,2,2023-01-01,Kaipara District,-36.16564,174.57664,Siobhan,$900.00
l659524240444593485,Home in Auckland · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,105.0,Entire home/apt,2,1,4.95,20,2022-11-05,Auckland,-36.98894,174.85713,Helen,$105.00
l795397047085031962,Rental unit in Wānaka · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,775.0,Entire home/apt,2,1,4.83,6,2023-04-07,Queenstown-Lakes District,-44.69527,169.13413,Bcr Property,$775.00
l33880922,Bungalow in Martinborough · ★4.85 · 3 bedrooms · 3 beds · 1.5 baths,285.0,Entire home/apt,6,2,4.85,23,2020-07-12,South Wairarapa District,-41.21511,175.45593,Matthew,$285.00
l52501995,Home in Taupō · ★4.69 · 3 bedrooms · 4 beds · 1 bath,172.0,Entire home/apt,5,2,4.69,26,2023-05-27,Taupo District,-38.71821,176.09081,Sasan,$172.00
l555372241493982085,Home in Methven · ★4.85 · 5 bedrooms · 7 beds · 2 baths,383.0,Entire home/apt,10,2,4.85,34,2023-08-26,Ashburton District,-43.63368,171.64122,Nicola Glen,$383.00
l23774204,Home in Wanaka · ★4.77 · 2 bedrooms · 3 beds · 1 bath,270.0,Entire home/apt,4,2,4.77,27,2023-01-06,Queenstown-Lakes District,-44.68487,169.14575,Phil,$270.00
l4673039,Home in Tauranga · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,80.0,Private room,2,1,4.93,57,2023-06-20,Tauranga City,-37.71482,176.1857,Phil / Liz,$80.00
l38238699,Home in Havelock North · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,380.0,Entire home/apt,8,2,5.0,43,2022-11-26,Hastings District,-39.66325,176.89478,Grant & Gaile,$380.00
l731796085427352522,Home in Auckland · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,80.0,Private room,2,1,4.92,13,2023-07-27,Auckland,-36.91932,174.71525,Shana,$80.00
l856406813862509468,Home in Nelson · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,144.0,Private room,3,1,4.86,7,2023-06-27,Nelson City,-41.29138410911589,173.27292107486878,Francis,$144.00
l735032922978120436,Serviced apartment in Taupō · ★4.50 · 2 bedrooms · 3 beds · 2 baths,460.0,Entire home/apt,4,1,4.5,12,2023-08-19,Taupo District,-38.69328,176.07765,Brent,$460.00
l15116121,Guesthouse in Helensville · ★4.89 · Studio · 2 beds · 1 bath,120.0,Entire home/apt,3,1,4.89,198,2023-07-17,Auckland,-36.68536,174.45445,Mike,$120.00
l41826749,Home in Ngaruawahia · ★4.87 · 3 bedrooms · 4 beds · 2 baths,110.0,Private room,7,1,4.87,122,2023-08-13,Waikato District,-37.65364,175.14708000000005,Guy,$110.00
l727609046128921946,Rental unit in Dunedin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,366.0,Entire home/apt,6,2,5.0,23,2023-08-06,Dunedin City,-45.86559000000001,170.50486999999995,Jerry,$366.00
l889325166169383677,Home in Motunau · ★5.0 · 3 bedrooms · 5 beds · 1 bath,230.0,Entire home/apt,7,1,5.0,4,2023-08-13,Hurunui District,-43.04935,173.07431,Helen,$230.00
l858942760972943494,Home in Lake Tekapo · ★4.90 · 2 bedrooms · 3 beds · 2 baths,331.0,Entire home/apt,4,1,4.9,10,2023-08-20,Mackenzie District,-44.0062356,170.4735217,Book Tekapo,$331.00
l633438371106390117,Home in Auckland · 4 bedrooms · 4 beds · 2 baths,469.0,Entire home/apt,6,5,,0,,Auckland,-36.86656,174.74615,Nick,$469.00
l17125577,Rental unit in Milford · ★5.0 · 1 bedroom · 2 beds · 1 bath,127.0,Entire home/apt,3,2,5.0,122,2023-08-19,Auckland,-36.76624,174.76324,Pam,$127.00
l875803660053336736,Home in Whitford · 4 bedrooms · 4 beds · 2 baths,500.0,Entire home/apt,8,2,,0,,Auckland,-36.93153,174.97234,Emily,$500.00
l35750485,Guest suite in Raglan · ★4.81 · 1 bedroom · 2 beds · 1 bath,75.0,Entire home/apt,4,2,4.81,161,2023-07-23,Waikato District,-37.83146,174.82308,Stephen,$75.00
l658802303195546566,Bungalow in Cooks Beach · 3 bedrooms · 4 beds · 2 baths,289.0,Entire home/apt,6,2,,0,,Thames-Coromandel District,-36.83766,175.75691,Bachcare,$289.00
l49218073,Hotel in Canterbury · 1 bedroom · 1 bed · 1 bath,199.0,Private room,4,1,,0,,Christchurch City,-43.53118,172.58178999999996,Zeta,$199.00
l735174621490352124,Bungalow in Ahipara · ★4.80 · 2 bedrooms · 5 beds · 1.5 baths,190.0,Entire home/apt,6,2,4.8,5,2023-07-15,Far North District,-35.16196,173.15861,Amber And Malcolm,$190.00
l784878703962017625,Home in Papamoa · ★4.60 · 3 bedrooms · 3 beds · 2.5 baths,210.0,Entire home/apt,5,3,4.6,15,2023-08-18,Tauranga City,-37.7078363,176.3057034,Monika,$210.00
l30740816,Home in Auckland · 4 bedrooms · 4 beds · 2.5 baths,500.0,Entire home/apt,6,90,,0,,Auckland,-36.84508,174.73512,Shane,$500.00
l42693727,Home in Mangawhai Heads · ★4.83 · 3 bedrooms · 4 beds · 2.5 baths,164.0,Entire home/apt,8,2,4.83,48,2023-08-19,Kaipara District,-36.083218,174.582748,Dave,$164.00
l13018855,Townhouse in Christchurch · ★4.95 · 1 bedroom · 1 bed · 1 private bath,120.0,Private room,2,1,4.95,220,2023-08-18,Christchurch City,-43.52794,172.64569,Karen,$120.00
l568372376729074417,Vacation home in Tairua · ★4.80 · 1 bedroom · 1 bed · 1 bath,257.0,Entire home/apt,2,2,4.8,10,2023-01-02,Thames-Coromandel District,-37.002041,175.84761,Allen,$257.00
l3711342,Home in Porirua · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,85.0,Private room,2,1,4.96,100,2023-07-27,Porirua City,-41.12253,174.89791,Gary & Nicky,$85.00
l47875113,Hotel in Lake Tekapo · ★4.64 · 1 bedroom · 2 beds · 1 private bath,235.0,Private room,3,1,4.64,184,2023-08-17,Mackenzie District,-44.00562,170.47922,The Godley Hotel,$235.00
l30692198,Guest suite in Picton · ★4.86 · 1 bedroom · 2 beds · 1 bath,115.0,Entire home/apt,3,2,4.86,138,2023-05-27,Marlborough District,-41.2803,174.0217,Lana,$115.00
l45549445,Rental unit in Whitianga · ★4.90 · 2 bedrooms · 3 beds · 1 bath,300.0,Entire home/apt,4,2,4.9,21,2023-04-22,Thames-Coromandel District,-36.79894,175.70543999999995,Jennifer,$300.00
l779200812581055187,Home in Tauranga · ★4.91 · 5 bedrooms · 8 beds · 2 baths,621.0,Entire home/apt,14,1,4.91,22,2023-04-21,Tauranga City,-37.73793,176.2014,David,$621.00
l10297854,Home in Opua · ★4.89 · 5 bedrooms · 7 beds · 2 baths,600.0,Entire home/apt,8,3,4.89,19,2023-04-09,Far North District,-35.31454,174.11313,Wendy,$600.00
l811347552430109648,Home in Auckland · ★4.83 · 2 bedrooms · 3 beds · 1.5 baths,275.0,Entire home/apt,4,2,4.83,6,2023-03-17,Auckland,-36.9531065,174.80000800000005,Lei,$275.00
l18418400,Home in Auckland · 1 bedroom · 1 bed · 1 bath,67.0,Private room,2,1,,0,,Auckland,-36.80534,174.69416,Jayde,$67.00
l25922102,Home in Hamilton · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,330.0,Entire home/apt,6,2,5.0,59,2023-08-21,Hamilton City,-37.72894,175.23318,Timothy,$330.00
l953075937569002796,Home in Stillwater · ★New · 5 bedrooms · 5 beds · 2.5 baths,829.0,Entire home/apt,10,1,,0,,Auckland,-36.62046767658784,174.70332959970517,Christina,$829.00
l42981938,Rental unit in Auckland · 1 bedroom · 1 bed · 1 shared bath,4500.0,Private room,2,200,,0,,Auckland,-36.72779,174.71673,Nikhil,"$4,500.00"
l761681924727123531,Home in Nelson · ★5.0 · 2 bedrooms · 3 beds · 1 bath,250.0,Entire home/apt,4,1,5.0,8,2023-03-16,Nelson City,-41.28447,173.27203,Paul,$250.00
l44087157,Guest suite in Ararimu · ★4.97 · 1 bedroom · 2 beds · 1 bath,165.0,Entire home/apt,3,2,4.97,34,2023-07-05,Auckland,-37.11614,175.05005,Kirsty,$165.00
l27368376,Home in Tata Beach · ★4.78 · 2 bedrooms · 6 beds · 1 bath,146.0,Entire home/apt,6,2,4.78,166,2023-08-10,Tasman District,-40.82194000000001,172.9072,Garry,$146.00
l47834662,Rental unit in Dunedin · 1 bedroom · 2 beds · 1 bath,218.0,Entire home/apt,3,2,3.5,2,2021-11-30,Dunedin City,-45.91141,170.48963999999995,Murray,$218.00
l53135576,Home in Pauanui · 4 bedrooms · 4 beds · 2 baths,281.0,Entire home/apt,6,2,5.0,1,2022-03-26,Thames-Coromandel District,-37.06775,175.83694,Bachcare,$281.00
l602479686176655033,Cottage in Havelock North · ★4.94 · 3 bedrooms · 4 beds · 2 baths,209.0,Entire home/apt,6,1,4.94,89,2023-08-31,Hastings District,-39.641022,176.891861,Julie And Dean,$209.00
l30895491,Loft in Nelson · ★4.91 · 1 bedroom · 2 beds · 1.5 baths,139.0,Entire home/apt,3,1,4.91,428,2023-09-01,Nelson City,-41.27631,173.28125,Sally,$139.00
l10476143,Home in Auckland · ★4.86 · 3 bedrooms · 3 beds · 1 bath,200.0,Entire home/apt,4,3,4.86,22,2023-01-29,Auckland,-36.85232,174.74084,Ulrika,$200.00
l12408083,Rental unit in Paihia · ★4.95 · 2 bedrooms · 3 beds · 1 bath,174.0,Entire home/apt,5,1,4.95,513,2023-09-02,Far North District,-35.28185999999999,174.08858999999995,Margaret & Lou,$174.00
l17343574,Rental unit in Taupo · ★4.90 · 1 bedroom · 1 bed · 1 bath,120.0,Entire home/apt,2,2,4.9,136,2023-04-23,Taupo District,-38.70027,176.02957,Tracy,$120.00
l40355369,Cottage in Waikanae · ★4.78 · 1 bedroom · 1 bed · 1 bath,123.0,Entire home/apt,2,2,4.78,123,2023-08-26,Kapiti Coast District,-40.86383,175.0283,Jo,$123.00
l624095830071670631,Rental unit in Queenstown · ★4.50 · 2 bedrooms · 4 beds · 1 bath,398.0,Entire home/apt,4,2,4.5,40,2023-08-19,Queenstown-Lakes District,-45.03006,168.66278,Sarah & Pete,$398.00
l21194508,Guest suite in Prebbleton · ★4.99 · 1 bedroom · 2 beds · 1 private bath,110.0,Private room,4,1,4.99,105,2023-08-27,Selwyn District,-43.58988,172.51657,Caroline And Richard,$110.00
l735722869357997187,Home in Taupō · 4 bedrooms · 5 beds · 2 baths,41890.0,Entire home/apt,8,2,4.0,1,2023-02-06,Taupo District,-38.73046,176.0729,Bachcare,"$41,890.00"
